model,stratum,skin_tone_category,endpoint,n_images,n_subjects,point,median_gt_px,lo,hi
fastscnn_rgkd,all,Intermediate (III-IV),mean_recall,38,17,0.6670634486090566,12117.5,0.5541215032876128,0.7778187479149178
fastscnn_rgkd,all,Tan (IV),mean_recall,24,15,0.5849311560057413,13550.0,0.46904014345565465,0.6943284895902728
fastscnn_rgkd,all,Brown (V),mean_recall,29,12,0.7096837737817776,10961.0,0.5781493394363213,0.7862783951401724
fastscnn_rgkd,all,Dark (VI),mean_recall,55,15,0.5590675120888082,13751.0,0.441953734439024,0.6762540545438658
fastscnn_rgkd,D1_D4,Light (II-III),mean_recall,23,7,0.5264750858598817,5185.0,0.24653533177563622,0.6827524501081832
fastscnn_rgkd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6930977963039818,6059.0,0.4663317187214953,0.8493162435877228
fastscnn_rgkd,D1_D4,Tan (IV),mean_recall,8,4,0.619693710697569,5837.5,,
fastscnn_rgkd,D1_D4,Brown (V),mean_recall,12,3,0.6782349101524442,5963.0,,
fastscnn_rgkd,D1_D4,Dark (VI),mean_recall,18,8,0.6375238481196859,7516.5,0.3732963477876583,0.8208202957125155
fastscnn_rgkd,D5_D10,Light (II-III),mean_recall,16,6,0.6669450002349673,11510.5,0.5804105995224211,0.8052294408155628
fastscnn_rgkd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.6535255878076955,14122.0,0.5043072948527318,0.7851040332705201
fastscnn_rgkd,D5_D10,Tan (IV),mean_recall,16,13,0.5675498786598274,16700.0,0.3989964295799207,0.7381614432786493
fastscnn_rgkd,D5_D10,Brown (V),mean_recall,17,10,0.7318829716377778,14259.0,0.5936414985177064,0.8149763051970143
fastscnn_rgkd,D5_D10,Dark (VI),mean_recall,37,12,0.5208995648305433,16533.0,0.4221587394268413,0.60966223954406
lraspp_mobilenetv3_rgkd,all,Light (II-III),mean_recall,39,9,0.6264334697617142,8085.0,0.46653422994892135,0.7548380333361794
lraspp_mobilenetv3_rgkd,all,Intermediate (III-IV),mean_recall,38,17,0.7100123233697858,12117.5,0.6351089703011565,0.7885737838121395
lraspp_mobilenetv3_rgkd,all,Tan (IV),mean_recall,24,15,0.6840277562133981,13550.0,0.605384148759785,0.7797228332043216
lraspp_mobilenetv3_rgkd,all,Brown (V),mean_recall,29,12,0.6759633849221212,10961.0,0.5950452989427162,0.7729706544656588
lraspp_mobilenetv3_rgkd,all,Dark (VI),mean_recall,55,15,0.6756993969290616,13751.0,0.5997416219715334,0.7298198319546312
lraspp_mobilenetv3_rgkd,D1_D4,Light (II-III),mean_recall,23,7,0.6279195686904141,5185.0,0.36523763156923794,0.7804180860525857
lraspp_mobilenetv3_rgkd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6708279553380656,6059.0,0.5047698820685672,0.8105880468413708
lraspp_mobilenetv3_rgkd,D1_D4,Tan (IV),mean_recall,8,4,0.6574961289220664,5837.5,,
lraspp_mobilenetv3_rgkd,D1_D4,Brown (V),mean_recall,12,3,0.561061759969087,5963.0,,
lraspp_mobilenetv3_rgkd,D1_D4,Dark (VI),mean_recall,18,8,0.635312228003036,7516.5,0.5438950072264612,0.7392467422555788
lraspp_mobilenetv3_rgkd,D5_D10,Light (II-III),mean_recall,16,6,0.6242972025517077,11510.5,0.5424479998515529,0.7539484237279787
lraspp_mobilenetv3_rgkd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7303881947462801,14122.0,0.6468618907633957,0.8135798646696555
lraspp_mobilenetv3_rgkd,D5_D10,Tan (IV),mean_recall,16,13,0.6972935698590637,16700.0,0.5956415136950292,0.8002831554389522
lraspp_mobilenetv3_rgkd,D5_D10,Brown (V),mean_recall,17,10,0.7570704143007334,14259.0,0.6584720611121418,0.811739979178556
lraspp_mobilenetv3_rgkd,D5_D10,Dark (VI),mean_recall,37,12,0.6953472088390197,16533.0,0.6153954844440466,0.7528437458610778
ppmobileseg_tiny_distilled,all,Light (II-III),mean_recall,39,9,0.6181953347609527,8085.0,0.5501818743857819,0.7631537516070453
ppmobileseg_tiny_distilled,all,Intermediate (III-IV),mean_recall,38,17,0.7303923899559355,12117.5,0.6215576463344645,0.8242412295173295
ppmobileseg_tiny_distilled,all,Tan (IV),mean_recall,24,15,0.5622517341729084,13550.0,0.45914136485407114,0.6902860989046211
ppmobileseg_tiny_distilled,all,Brown (V),mean_recall,29,12,0.7310746612985248,10961.0,0.6501034362322616,0.8122518446601583
ppmobileseg_tiny_distilled,all,Dark (VI),mean_recall,55,15,0.6817833173478859,13751.0,0.5975619870603041,0.763110319946214
ppmobileseg_tiny_distilled,D1_D4,Light (II-III),mean_recall,23,7,0.6353335421977593,5185.0,0.5784528189322719,0.8226688792149268
ppmobileseg_tiny_distilled,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.7458821340796185,6059.0,0.5506438647527626,0.8874736060561885
ppmobileseg_tiny_distilled,D1_D4,Tan (IV),mean_recall,8,4,0.4462721675608933,5837.5,,
ppmobileseg_tiny_distilled,D1_D4,Brown (V),mean_recall,12,3,0.6499397795948093,5963.0,,
ppmobileseg_tiny_distilled,D1_D4,Dark (VI),mean_recall,18,8,0.7130021952091092,7516.5,0.5860754753793165,0.8074721295289148
ppmobileseg_tiny_distilled,D5_D10,Light (II-III),mean_recall,16,6,0.5935591615705433,11510.5,0.5012284630238453,0.7498073075680368
ppmobileseg_tiny_distilled,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7223377230116202,14122.0,0.5932098951122218,0.8261354819961505
ppmobileseg_tiny_distilled,D5_D10,Tan (IV),mean_recall,16,13,0.620241517478916,16700.0,0.4887180735552242,0.7546756882920727
ppmobileseg_tiny_distilled,D5_D10,Brown (V),mean_recall,17,10,0.7883463425011473,14259.0,0.686892725538071,0.8442712704970098
ppmobileseg_tiny_distilled,D5_D10,Dark (VI),mean_recall,37,12,0.6665957551451287,16533.0,0.5618462161576573,0.7625092236453175
ppmobileseg_tiny_rgkd,all,Light (II-III),mean_recall,39,9,0.5516152171067492,8085.0,0.39473187045342734,0.6687219008372438
ppmobileseg_tiny_rgkd,all,Intermediate (III-IV),mean_recall,38,17,0.6991745540662425,12117.5,0.6075726106172044,0.78696806347212
ppmobileseg_tiny_rgkd,all,Tan (IV),mean_recall,24,15,0.6410778698590097,13550.0,0.5526764457669077,0.745667456598188
ppmobileseg_tiny_rgkd,all,Brown (V),mean_recall,29,12,0.7113502157241517,10961.0,0.6263964027536267,0.7993460090735887
ppmobileseg_tiny_rgkd,all,Dark (VI),mean_recall,55,15,0.6795457116302726,13751.0,0.5976408179881225,0.7432200894193749
ppmobileseg_tiny_rgkd,D1_D4,Light (II-III),mean_recall,23,7,0.5525168220219954,5185.0,0.3076908249711561,0.7177637350853958
ppmobileseg_tiny_rgkd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6966138045882425,6059.0,0.540841381227183,0.8307298290916186
ppmobileseg_tiny_rgkd,D1_D4,Tan (IV),mean_recall,8,4,0.5283252314257489,5837.5,,
ppmobileseg_tiny_rgkd,D1_D4,Brown (V),mean_recall,12,3,0.5999491077217113,5963.0,,
ppmobileseg_tiny_rgkd,D1_D4,Dark (VI),mean_recall,18,8,0.6911455837332119,7516.5,0.5832738173328744,0.8210702534334121
ppmobileseg_tiny_rgkd,D5_D10,Light (II-III),mean_recall,16,6,0.5503191600410827,11510.5,0.45360572581407155,0.7067093435535415
ppmobileseg_tiny_rgkd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.7005061437948027,14122.0,0.5764039254546283,0.7938006117482604
ppmobileseg_tiny_rgkd,D5_D10,Tan (IV),mean_recall,16,13,0.69745418907564,16700.0,0.5807203507048373,0.8146384586274186
ppmobileseg_tiny_rgkd,D5_D10,Brown (V),mean_recall,17,10,0.7899862919611688,14259.0,0.7078114114277271,0.8478127056286694
ppmobileseg_tiny_rgkd,D5_D10,Dark (VI),mean_recall,37,12,0.6739025306072209,16533.0,0.5686418542933559,0.7469011689880736
topformer_tiny_distilled,all,Light (II-III),mean_recall,39,9,0.660152979138284,8085.0,0.5348946880749359,0.7601968272776811
topformer_tiny_distilled,all,Intermediate (III-IV),mean_recall,38,17,0.6890149919531078,12117.5,0.609990990646289,0.7602682996346507
topformer_tiny_distilled,all,Tan (IV),mean_recall,24,15,0.6693176079516254,13550.0,0.5599432735267177,0.7749555716295256
topformer_tiny_distilled,all,Brown (V),mean_recall,29,12,0.7656125306406976,10961.0,0.6888093502114879,0.833476390775396
topformer_tiny_distilled,all,Dark (VI),mean_recall,55,15,0.5909286795488868,13751.0,0.49493244820664606,0.6879262060499723
topformer_tiny_distilled,D1_D4,Light (II-III),mean_recall,23,7,0.7114334493560791,5185.0,0.5146887642397296,0.8040167604609999
topformer_tiny_distilled,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.720892904590215,6059.0,0.5514254525743145,0.8746784264342019
topformer_tiny_distilled,D1_D4,Tan (IV),mean_recall,8,4,0.7313870967161006,5837.5,,
topformer_tiny_distilled,D1_D4,Brown (V),mean_recall,12,3,0.72695068917817,5963.0,,
topformer_tiny_distilled,D1_D4,Dark (VI),mean_recall,18,8,0.6806474472452527,7516.5,0.5557528796478121,0.7634542269564393
topformer_tiny_distilled,D5_D10,Light (II-III),mean_recall,16,6,0.5864373032002033,11510.5,0.5157363617174695,0.6946579201221829
topformer_tiny_distilled,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.6724384773818122,14122.0,0.5885901730111557,0.7246309350914623
topformer_tiny_distilled,D5_D10,Tan (IV),mean_recall,16,13,0.6382828635693879,16700.0,0.4807135413883463,0.7906387533313602
topformer_tiny_distilled,D5_D10,Brown (V),mean_recall,17,10,0.792903242261305,14259.0,0.7009752383541046,0.8524917964793134
topformer_tiny_distilled,D5_D10,Dark (VI),mean_recall,37,12,0.5472817114803846,16533.0,0.4244548072116133,0.6791144304191792
topformer_tiny_rgkd,all,Light (II-III),mean_recall,39,9,0.6507240913893667,8085.0,0.5283708635670743,0.7449721787898326
topformer_tiny_rgkd,all,Intermediate (III-IV),mean_recall,38,17,0.6788559606395779,12117.5,0.5967123854968569,0.7438200759892648
topformer_tiny_rgkd,all,Tan (IV),mean_recall,24,15,0.6725566501167473,13550.0,0.5598460150978035,0.7687651438876578
topformer_tiny_rgkd,all,Brown (V),mean_recall,29,12,0.7654200519856802,10961.0,0.6788722882145418,0.8247330235941284
topformer_tiny_rgkd,all,Dark (VI),mean_recall,55,15,0.5808311262253982,13751.0,0.47512470629411074,0.6796149535499008
topformer_tiny_rgkd,D1_D4,Light (II-III),mean_recall,23,7,0.6917743621160966,5185.0,0.4899385892349885,0.7881890117284565
topformer_tiny_rgkd,D1_D4,Intermediate (III-IV),mean_recall,13,10,0.6773818183895546,6059.0,0.5079618486384024,0.8320909072506155
topformer_tiny_rgkd,D1_D4,Tan (IV),mean_recall,8,4,0.7687035110272407,5837.5,,
topformer_tiny_rgkd,D1_D4,Brown (V),mean_recall,12,3,0.7567490343644708,5963.0,,
topformer_tiny_rgkd,D1_D4,Dark (VI),mean_recall,18,8,0.7074544757578373,7516.5,0.5730503577962627,0.7823921306404963
topformer_tiny_rgkd,D5_D10,Light (II-III),mean_recall,16,6,0.5917143272196921,11510.5,0.5493581823562564,0.6744663762157908
topformer_tiny_rgkd,D5_D10,Intermediate (III-IV),mean_recall,25,11,0.67962251460959,14122.0,0.5903117121339353,0.730727304149165
topformer_tiny_rgkd,D5_D10,Tan (IV),mean_recall,16,13,0.6244832196615004,16700.0,0.4672776566650523,0.7771711522676605
topformer_tiny_rgkd,D5_D10,Brown (V),mean_recall,17,10,0.7715407703065339,14259.0,0.6525866667985089,0.8444719066099655
topformer_tiny_rgkd,D5_D10,Dark (VI),mean_recall,37,12,0.5192305778042118,16533.0,0.38823911313740606,0.6532811734110162
